Name,Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Carbon Storage (kg)
Tilia x europaea,10,3,3,7.1,15.9,93
Tilia x europaea,10,3,3,7.1,16.9,35.7
Ulmus,6,1.8,3,7.1,14.4,357.4
Pyrus communis,5,1.5,3,7.1,10.7,107.4
Pyrus communis,4,1.2,4,12.6,22,586
Pyrus communis,4,1.2,3,7.1,8.300000000000001,107.4
Celtis australis,8,2.4,8,50.3,112,39.2
Betula pendula,10,3,10,78.5,264.9,338.9
Betula pendula,8,2.4,8,50.3,145.9,246.2
Magnolia x soulangeana,6,1.8,8,50.3,96.5,20
Parrotia persica,6,1.8,5,19.6,31.7,15.7
Parrotia persica,5.5,1.7,5,19.6,25.6,15.7
Parrotia persica,6,1.8,6,28.3,43.3,15.7
Carpinus betulus,4.5,1.3,2.5,4.9,7.7,21.5
Carpinus betulus,4.5,1.3,2.5,4.9,8.300000000000001,21.5
Carpinus betulus,5,1.5,2,3.1,6.2,26.5
Carpinus betulus,5,1.5,3,7.1,13.5,26.5
Carpinus betulus,5,1.5,2,3.1,6.7,26.5
Tilia cordata,4,1.2,1.5,1.8,3.4,4.5
Tilia cordata,4,1.2,1,0.8,3,4.5
Tilia cordata,6,1.8,4,12.6,19.7,27.9
Platanus x hispanica,11,3.3,10,78.5,251.9,268.1
Carpinus betulus,4,1.2,2.5,4.9,8,21.5
Carpinus betulus,4.5,1.3,3,7.1,11.4,38.5
Carpinus betulus,4.5,1.3,2,3.1,6.2,21.5
Tilia cordata,4,1.2,3,7.1,9.9,23.1
Tilia cordata,1,0.3,0.5,0.2,0.3,8.9
Tilia cordata,6,1.8,6,28.3,68.5,45.5
Tilia cordata,5,1.5,1.5,1.8,4.5,11.7
Tilia cordata,6,1.8,6,28.3,71.40000000000001,60
Tilia cordata,4.5,1.3,1,0.8,3.4,8.9
Tilia cordata,4,1.2,1,0.8,3.3,8.9
Tilia cordata,4.5,1.3,1,0.8,2.8,8.9
Tilia cordata,4,1.2,4,12.6,22.6,27.9
Tilia cordata,5,1.5,4,12.6,19.5,39
Tilia cordata,5,1.5,4,12.6,18.5,27.9
Tilia cordata,4,1.2,1,0.8,2.6,6.5
Tilia cordata,4.5,1.3,4,12.6,20.1,23.1
Tilia cordata,4,1.2,1.5,1.8,4,8.9
Tilia cordata,5,1.5,4,12.6,27,60
Tilia cordata,4,1.2,1.5,1.8,4.3,6.5
Tilia cordata,6,1.8,4,12.6,29.2,68.2
Tilia cordata,4,1.2,1,0.8,2.9,6.5
Tilia cordata,4,1.2,1,0.8,2.8,6.5
Tilia cordata,4,1.2,3,7.1,8.9,11.7
Tilia cordata,5,1.5,3,7.1,11,18.8
Tilia cordata,4.5,1.3,4,12.6,19.8,33.2
Tilia cordata,4,1.2,1,0.8,2.4,4.5
Tilia cordata,4,1.2,1,0.8,2.4,6.5
Tilia cordata,4,1.2,1,0.8,3.1,6.5
Tilia cordata,4,1.2,3,7.1,11.7,27.9
Tilia cordata,4.5,1.3,4,12.6,23.1,39
Tilia cordata,4,1.2,1,0.8,3,4.5
Tilia cordata,4,1.2,1,0.8,2.6,4.5
Tilia cordata,4,1.2,1,0.8,3,4.5
Tilia cordata,3,0.9,1,0.8,1.9,2.9
Tilia cordata,4,1.2,1,0.8,2.6,2.9
Tilia cordata,5,1.5,4,12.6,20.3,52.4
Tilia cordata,4,1.2,1.5,1.8,4.5,8.9
Tilia cordata,5,1.5,5,19.6,42.1,45.5
Tilia platyphyllos,6,1.8,5,19.6,42.2,33.2
Tilia platyphyllos,6,1.8,5,19.6,37.4,33.2
Tilia platyphyllos,6,1.8,5,19.6,42.2,33.2
Tilia platyphyllos,6.5,1.9,5,19.6,45.5,45.5
Tilia platyphyllos,6.5,1.9,5,19.6,37.6,45.5
Tilia platyphyllos,4,1.2,3,7.1,11.1,8.9
Tilia platyphyllos,6,1.8,5,19.6,40.8,39
Tilia platyphyllos,4.5,1.3,4,12.6,22.6,23.1
Prunus serrulata,6,1.8,6,28.3,30.9,137
Platanus x hispanica,7,2.1,2,3.1,5.5,20.2
Platanus x hispanica,6,1.8,2,3.1,6.7,20.2
Platanus x hispanica,7,2.1,2,3.1,7.7,31.3
Platanus x hispanica,8,2.4,2,3.1,6.6,37.9
Platanus x hispanica,6,1.8,3,7.1,9.4,25.4
Platanus x hispanica,6,1.8,3,7.1,12.3,25.4
Acer pseudoplatanus,3,0.9,1.5,1.8,2,1.3
Acer pseudoplatanus,7,2.1,8,50.3,166.5,349.5
Acer pseudoplatanus,7,2.1,4,12.6,21,101.1
Acer pseudoplatanus,8,2.4,6,28.3,80.90000000000001,252.8
Cupressus sempervirens,8,2.4,1,0.8,3.6,33.9
Cupressus sempervirens,9,2.7,1,0.8,3.4,47.3
Cupressus sempervirens,6,1.8,1,0.8,3.4,47.3
Fraxinus excelsior,6,1.8,3,7.1,11.8,8.300000000000001
Fraxinus excelsior,4,1.2,2,3.1,4.4,2.3
Fraxinus excelsior,6,1.8,5,19.6,39.1,26.5
Fraxinus ornus,6,1.8,3,7.1,8.4,14.5
Acer pseudoplatanus,7,2.1,8,50.3,128.2,349.5
Acer pseudoplatanus,7,2.1,5,19.6,45.2,124.7
Acer pseudoplatanus,10,3,8,50.3,144.2,176.3
Acer pseudoplatanus,12,3.6,10,78.5,211.7,183.3
Acer pseudoplatanus,8,2.4,6,28.3,75.8,169
Carpinus betulus,6,1.8,3,7.1,13.6,13.2
Carpinus betulus,6,1.8,2,3.1,7.6,13.2
Carpinus betulus,6,1.8,3,7.1,13.6,13.2
Celtis australis,7,2.1,6,28.3,63.5,26.3
Tilia cordata,6,1.8,4,12.6,22.2,39
Tilia cordata,6,1.8,4,12.6,25.5,27.9
Tilia cordata,6,1.8,4,12.6,26.9,39
Tilia cordata,6,1.8,4,12.6,24.7,33.2
Tilia cordata,6,1.8,4,12.6,21.2,45.5
Tilia cordata,5,1.5,2.5,4.9,9.4,27.9
Tilia cordata,6,1.8,4.5,15.9,35.1,45.5
Tilia cordata,5,1.5,3,7.1,12.1,15
Tilia cordata,4,1.2,1.5,1.8,3.8,6.5
Tilia cordata,5.5,1.7,5,19.6,41.2,33.2
Tilia cordata,4.5,1.3,4,12.6,19.3,27.9
Tilia cordata,3.5,1,1.5,1.8,4.1,6.5
Tilia cordata,4,1.2,2,3.1,4.8,8.9
Tilia cordata,3,0.9,1,0.8,2.4,6.5
Tilia cordata,4,1.2,2,3.1,5.3,11.7
Tilia cordata,3.5,1,1.5,1.8,3.7,6.5
Tilia cordata,3.5,1,1.5,1.8,3.7,6.5
Tilia cordata,3.5,1,1.5,1.8,4.1,6.5
Tilia cordata,4,1.2,4,12.6,16.4,18.8
Tilia cordata,4.5,1.3,5,19.6,30.6,23.1
Tilia cordata,4,1.2,1,0.8,2.8,4.5
Tilia cordata,6,1.8,4,12.6,20.2,33.2
Tilia cordata,5,1.5,4,12.6,21.3,27.9
Tilia cordata,4,1.2,1.5,1.8,4.4,11.7
Tilia cordata,4,1.2,3,7.1,9.300000000000001,15
Tilia cordata,4,1.2,3,7.1,10.6,15
Tilia cordata,4.5,1.3,4,12.6,22.7,23.1
Tilia cordata,4,1.2,2.5,4.9,6.9,15
Tilia cordata,3,0.9,1,0.8,2.8,11.7
Celtis australis,6,1.8,5,19.6,31.2,15.6
Celtis australis,6,1.8,5,19.6,29.2,15.6
Celtis australis,6,1.8,5,19.6,35.3,15.6
Celtis australis,5,1.5,3,7.1,10.7,15.6
Celtis australis,5,1.5,3,7.1,10.7,15.6
Celtis australis,5,1.5,3,7.1,12,15.6
Celtis australis,5,1.5,3,7.1,10.7,15.6
Celtis australis,5,1.5,3,7.1,12,15.6
Celtis australis,6,1.8,5,19.6,31.2,15.6
Celtis australis,6,1.8,5,19.6,29.2,15.6
Celtis australis,5,1.5,3,7.1,10,15.6
Celtis australis,5,1.5,2.5,4.9,6.4,10.3
Celtis australis,5,1.5,2.5,4.9,7.8,10.3
Celtis australis,5,1.5,2.5,4.9,8.300000000000001,10.3
Celtis australis,5,1.5,3,7.1,12,15.6
Celtis australis,6,1.8,5,19.6,31.2,15.6
Celtis australis,6,1.8,5,19.6,33.2,15.6
Celtis australis,6,1.8,5,19.6,26.5,13.7
Celtis australis,6,1.8,5,19.6,31.2,15.6
Celtis australis,6,1.8,4,12.6,18.3,12
Celtis australis,6,1.8,4,12.6,20.7,12
Celtis australis,6,1.8,4,12.6,21.6,19.6
Celtis australis,6,1.8,4,12.6,20.7,12
Celtis australis,6,1.8,4,12.6,17.1,12
Celtis australis,6,1.8,4,12.6,18.3,12
Celtis australis,5,1.5,2.5,4.9,7.8,7.3
Celtis australis,5,1.5,2.5,4.9,8.300000000000001,10.3
Celtis australis,5,1.5,3,7.1,10.7,15.6
Celtis australis,5,1.5,2.5,4.9,7.8,10.3
Celtis australis,5,1.5,3,7.1,11.1,10.3
Celtis australis,5,1.5,3,7.1,8.5,10.3
Celtis australis,5,1.5,3,7.1,11.1,10.3
Celtis australis,5,1.5,2.5,4.9,7.8,7.3
Celtis australis,5,1.5,3,7.1,9.800000000000001,10.3
Celtis australis,5,1.5,3,7.1,8.5,10.3
Celtis australis,5,1.5,3,7.1,10,15.6
Celtis australis,6,1.8,5,19.6,33.2,15.6
Celtis australis,5,1.5,3,7.1,12,15.6
Celtis australis,6,1.8,5,19.6,29.2,15.6
Celtis australis,6,1.8,5,19.6,35.3,15.6
Celtis australis,5,1.5,3,7.1,9.300000000000001,15.6
Celtis australis,5,1.5,3,7.1,9.300000000000001,15.6
Celtis australis,5,1.5,3,7.1,9.300000000000001,15.6
Celtis australis,6,1.8,5,19.6,35.3,15.6
Celtis australis,6,1.8,5,19.6,35.3,15.6
Celtis australis,6,1.8,5,19.6,35.3,15.6
Celtis australis,6,1.8,5,19.6,31.2,15.6
Celtis australis,6,1.8,5,19.6,33.2,15.6
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia,4,1.2,2.5,4.9,6.9,35.7
Tilia cordata,4,1.2,2.5,4.9,7.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia,4,1.2,2.5,4.9,8.5,35.7
Tilia,4,1.2,2.5,4.9,7.4,35.7
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,7.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,6.9,15
Tilia cordata,4,1.2,2.5,4.9,7.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,8.5,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,8.5,15
Tilia cordata,4,1.2,2.5,4.9,7.5,15
Tilia cordata,4,1.2,2.5,4.9,7.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,6.9,15
Tilia cordata,4,1.2,2.5,4.9,8.5,15
Tilia cordata,4,1.2,2.5,4.9,7.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,8.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,7.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,7.5,15
Tilia cordata,4,1.2,2.5,4.9,8.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,8.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,6.9,15
Tilia cordata,4,1.2,2.5,4.9,8.5,15
Tilia cordata,4,1.2,2.5,4.9,8.5,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Tilia cordata,4,1.2,2.5,4.9,9,15
Pinus sylvestris,7,2.1,4,12.6,28.2,135.2
Celtis australis,6,1.8,6,28.3,59.4,23.9
Parrotia persica,4.5,1.3,4,12.6,16.4,8.6
Parrotia persica,5,1.5,4,12.6,12.3,6
Parrotia persica,6,1.8,5,19.6,23.4,11.8
Parrotia persica,6,1.8,5,19.6,28.1,15.7
Parrotia persica,6,1.8,5,19.6,30.4,11.8
Cercis siliquastrum,9,2.7,5,19.6,29,19.1
Cercis siliquastrum,8,2.4,5,19.6,32.3,36.7
Cercis siliquastrum,8,2.4,5,19.6,27.5,19.1
Ostrya carpinifolia,5,1.5,4,12.6,13.5,9.5
Ostrya carpinifolia,6,1.8,5,19.6,29.8,13.2
Ostrya carpinifolia,8,2.4,8,50.3,135.3,94.3
Quercus robur,5,1.5,4,12.6,16.5,72
Quercus robur,6,1.8,6,28.3,52.1,139
Quercus robur,5,1.5,4,12.6,17.5,72
Quercus robur,2.5,0.8,3,7.1,10.8,54.7
Quercus robur,5,1.5,4,12.6,16.1,63
Quercus robur,2.5,0.8,3,7.1,10.8,54.7
Quercus robur,3.5,1,7,38.5,58.3,102.7
Quercus robur,2.5,0.8,3,7.1,8.699999999999999,33.2
Quercus robur,2.5,0.8,2.5,4.9,7.1,39.8
Quercus robur,7,2.1,7,38.5,67.2,152.4
Quercus robur,7,2.1,7,38.5,70.7,139
Quercus robur,6,1.8,6,28.3,47.4,81.59999999999999
Quercus robur,4,1.2,6,28.3,39.8,72
Quercus robur,8,2.4,8,50.3,99.90000000000001,180.9
Quercus robur,8,2.4,8,50.3,124.2,212
Quercus robur,7,2.1,6,28.3,45.9,152.4
Quercus robur,6.5,1.9,6,28.3,48.5,114.2
Quercus robur,4,1.2,7,38.5,58,63
Quercus robur,5,1.5,6,28.3,47.1,102.7
Quercus robur,8,2.4,7,38.5,67.09999999999999,180.9
Quercus robur,4,1.2,4,12.6,16.1,63
Quercus robur,4,1.2,3,7.1,7.2,63
Quercus robur,8,2.4,8,50.3,122.5,196.1
Quercus robur,5,1.5,4,12.6,17.9,81.59999999999999
Juglans nigra,6,1.8,8,50.3,94.59999999999999,37.3
Fraxinus excelsior,4,1.2,4,12.6,21.4,24.7
Cercis siliquastrum,5,1.5,3,7.1,6.5,12.7
Carpinus betulus,4.5,1.3,2.5,4.9,10.4,26.5
Carpinus betulus,5,1.5,2,3.1,7.3,21.5
Carpinus betulus,4.5,1.3,2.5,4.9,8,26.5
Carpinus betulus,4.5,1.3,2.5,4.9,10.4,26.5
Carpinus betulus,4.5,1.3,2.5,4.9,8.300000000000001,21.5
Carpinus betulus,5,1.5,2,3.1,7.1,26.5
Carpinus betulus,5,1.5,2,3.1,7.1,26.5
Carpinus betulus,4.5,1.3,2.5,4.9,8.9,21.5
Carpinus betulus,5,1.5,2,3.1,7.1,26.5
Carpinus betulus,2.5,0.8,2,3.1,6.9,21.5
Carpinus betulus,4.5,1.3,2,3.1,7.5,21.5
Carpinus betulus,5,1.5,3,7.1,13.5,26.5
Carpinus betulus,5,1.5,3,7.1,12.7,26.5
Carpinus betulus,4.5,1.3,2.5,4.9,8.6,26.5
Carpinus betulus,4.5,1.3,2.5,4.9,10.1,21.5
Carpinus betulus,4.5,1.3,2,3.1,6.6,21.5
Carpinus betulus,4.5,1.3,2.5,4.9,10.4,26.5
Carpinus betulus,4.5,1.3,2,3.1,7.5,21.5
Carpinus betulus,4.5,1.3,3,7.1,13.4,21.5
Carpinus betulus,4.5,1.3,2.5,4.9,9.5,21.5
Carpinus betulus,4.5,1.3,3,7.1,10.3,21.5
Carpinus betulus,4.5,1.3,2.5,4.9,10.4,26.5
Carpinus betulus,4.5,1.3,2,3.1,6.2,21.5
Carpinus betulus,5,1.5,2,3.1,7.6,26.5
Carpinus betulus,4.5,1.3,2,3.1,6.6,21.5
Carpinus betulus,4.5,1.3,2.5,4.9,8.9,21.5
Carpinus betulus,4.5,1.3,2.5,4.9,9.5,21.5
Carpinus betulus,4.5,1.3,2.5,4.9,8.300000000000001,21.5
Carpinus betulus,5,1.5,2,3.1,6.7,26.5
Morus alba,5,1.5,7,38.5,78.90000000000001,46.6
Morus alba,6,1.8,6,28.3,44.5,60.1
Morus alba,5,1.5,5,19.6,29.1,35
Morus alba,4.5,1.3,4.5,15.9,23.2,30
Morus alba,5,1.5,5,19.6,24.1,25.4
Morus alba,5,1.5,5,19.6,26.6,30
Morus alba,6,1.8,6,28.3,52.2,30
Morus alba,5,1.5,5,19.6,31.3,25.4
Morus alba,6,1.8,6,28.3,55.7,46.6
Morus alba,3.5,1,1.5,1.8,3.4,6.6
Morus alba,3.5,1,1.5,1.8,3.4,6.6
Morus alba,4.5,1.3,4.5,15.9,25.2,35
Morus alba,4.5,1.3,4.5,15.9,20.8,35
Morus alba,4.5,1.3,4,12.6,15.5,25.4
Morus alba,4.5,1.3,4,12.6,18.7,25.4
Morus alba,4.5,1.3,4,12.6,17.6,25.4
Morus alba,4.5,1.3,5,19.6,23.5,25.4
Morus alba,5,1.5,7,38.5,65.3,46.6
Morus alba,5,1.5,7,38.5,60.7,46.6
Morus alba,5,1.5,7,38.5,78.90000000000001,46.6
Morus alba,5,1.5,6,28.3,53.2,46.6
Morus alba,5,1.5,6,28.3,50.1,46.6
Morus alba,5,1.5,6,28.3,53.2,46.6
Morus alba,5,1.5,6,28.3,39.3,35
Morus alba,5,1.5,7,38.5,78.90000000000001,46.6
Celtis australis,6,1.8,4,12.6,18.4,23.9
Celtis australis,6,1.8,4,12.6,23.8,23.9
Celtis australis,6,1.8,4,12.6,23.8,23.9
Celtis australis,6,1.8,4,12.6,21.1,23.9
Celtis australis,6,1.8,4,12.6,23.8,23.9
Celtis australis,6,1.8,4,12.6,23.8,23.9
Celtis australis,6,1.8,4,12.6,23.4,21.7
Celtis australis,6,1.8,4,12.6,22.5,23.9
Celtis australis,6,1.8,4,12.6,23.8,23.9
Celtis australis,6,1.8,4,12.6,21.1,23.9
Celtis australis,6,1.8,4,12.6,24.7,28.7
Celtis australis,6,1.8,4,12.6,21.9,28.7
Celtis australis,6,1.8,4,12.6,19.1,28.7
Celtis australis,6,1.8,4,12.6,19.1,28.7
Celtis australis,6,1.8,4,12.6,19.1,28.7
Celtis australis,6,1.8,4,12.6,21.1,23.9
Celtis australis,6,1.8,4,12.6,24.7,28.7
Celtis australis,6,1.8,4,12.6,20.5,28.7
Celtis australis,6,1.8,4,12.6,25.6,33.8
Celtis australis,5,1.5,4,12.6,18.9,10.3
Celtis australis,5,1.5,3,7.1,9.699999999999999,7.3
Celtis australis,5,1.5,4,12.6,14.5,10.3
Celtis australis,5,1.5,4,12.6,16.7,10.3
Celtis australis,4.5,1.3,3,7.1,10,7.3
Celtis australis,5,1.5,3.5,9.6,14,8.699999999999999
Celtis australis,5,1.5,3,7.1,8.5,7.3
Celtis australis,4.5,1.3,3,7.1,11,12
Celtis australis,4.5,1.3,3,7.1,11,12
Celtis australis,4.5,1.3,3,7.1,10.4,12
Celtis australis,4.5,1.3,3,7.1,10.4,12
Celtis australis,4.5,1.3,3,7.1,9.1,12
Celtis australis,5,1.5,5,19.6,32.6,13.7
Celtis australis,4.5,1.3,3,7.1,11,12
Celtis australis,4.5,1.3,3,7.1,11,12
Celtis australis,4.5,1.3,3,7.1,11,12
Celtis australis,4.5,1.3,3,7.1,9.1,12
Celtis australis,4.5,1.3,3,7.1,11,12
Celtis australis,4.5,1.3,3,7.1,9.800000000000001,12
Celtis australis,4.5,1.3,3,7.1,11,12
Celtis australis,4.5,1.3,3,7.1,10.4,12
Celtis australis,4.5,1.3,3,7.1,8,8.699999999999999
Celtis australis,5,1.5,3,7.1,11.1,10.3
Celtis australis,5,1.5,3,7.1,11.1,10.3
Celtis australis,5,1.5,4,12.6,17.8,10.3
Celtis australis,6,1.8,4,12.6,20.7,12
Celtis australis,4,1.2,3,7.1,8.199999999999999,12
Celtis australis,8,2.4,6,28.3,73.2,42
Celtis australis,8,2.4,6,28.3,56.4,42
Celtis australis,8,2.4,6,28.3,62.7,26.3
Celtis australis,8,2.4,6,28.3,57,31.2
Celtis australis,8,2.4,6,28.3,68.90000000000001,31.2
Celtis australis,8,2.4,6,28.3,53,31.2
Celtis australis,8,2.4,6,28.3,61,31.2
Celtis australis,8,2.4,6,28.3,52.1,28.7
Celtis australis,8,2.4,6,28.3,57,31.2
Celtis australis,8,2.4,6,28.3,62,33.8
Celtis australis,8,2.4,6,28.3,65.2,23.9
Celtis australis,8,2.4,6,28.3,70,33.8
Celtis australis,8,2.4,6,28.3,66.5,26.3
Celtis australis,8,2.4,6,28.3,51.2,26.3
Celtis australis,8,2.4,6,28.3,51.2,26.3
Celtis australis,8,2.4,6,28.3,57.9,33.8
Celtis australis,8,2.4,6,28.3,58.8,26.3
Celtis australis,8,2.4,6,28.3,67,36.4
Celtis australis,8,2.4,6,28.3,73.2,42
Celtis australis,6,1.8,5,19.6,33.4,12
Celtis australis,6,1.8,5,19.6,31.5,12
Celtis australis,8,2.4,6,28.3,61.5,23.9
Celtis australis,8,2.4,6,28.3,66.5,26.3
Celtis australis,7,2.1,5,19.6,39,19.6
Celtis australis,8,2.4,8,50.3,133.9,26.3
Celtis australis,7,2.1,6,28.3,48,23.9
Celtis australis,4,1.2,1.5,1.8,3.2,3.6
Celtis australis,4,1.2,1.5,1.8,3,4.7
Celtis australis,5,1.5,4,12.6,19.4,12
Celtis australis,5,1.5,4,12.6,16.6,13.7
Celtis australis,4,1.2,1.5,1.8,3.4,4.7
Tilia cordata,5,1.5,4,12.6,23.9,60
Tilia cordata,4,1.2,2.5,4.9,8.800000000000001,18.8
Tilia cordata,4,1.2,4,12.6,22.4,39
Tilia cordata,4,1.2,2.5,4.9,8,15
Tilia cordata,6,1.8,4.5,15.9,36.6,60
Tilia cordata,4.5,1.3,1,0.8,2.9,6.5
Tilia cordata,4.5,1.3,1,0.8,2.5,6.5
Tilia cordata,5,1.5,4,12.6,20.9,39
Tilia cordata,6,1.8,4,12.6,28.1,52.4
Tilia cordata,4,1.2,1,0.8,3.3,8.9
Tilia cordata,4,1.2,1.5,1.8,4.3,6.5
Tilia cordata,5,1.5,4,12.6,24.9,52.4
Tilia cordata,3.5,1,2,3.1,4.4,4.5
Tilia cordata,4,1.2,4.5,15.9,34.5,86.3
Celtis australis,4,1.2,1.5,1.8,3.2,4.7
Celtis australis,5,1.5,2.5,4.9,8,8.699999999999999
Celtis australis,4,1.2,1.5,1.8,3.6,4.7
Celtis australis,5,1.5,2.5,4.9,8.6,12
Celtis australis,5,1.5,2.5,4.9,7.4,10.3
Celtis australis,6,1.8,6,28.3,60.6,26.3
Celtis australis,6,1.8,6,28.3,59.4,23.9
Celtis australis,8,2.4,6,28.3,70,33.8
Tilia cordata,4,1.2,3,7.1,10.6,23.1
Tilia cordata,5,1.5,4,12.6,25.9,45.5
Tilia cordata,5,1.5,4,12.6,22.4,39
Tilia cordata,5,1.5,3,7.1,14.1,27.9
Carpinus betulus,4.5,1.3,3,7.1,13.1,38.5
Carpinus betulus,4.5,1.3,3,7.1,14.8,38.5
Carpinus betulus,5,1.5,2.5,4.9,10.2,26.5
Carpinus betulus,5,1.5,3,7.1,14,32.2
Carpinus betulus,4.5,1.3,2.5,4.9,7.4,17
Carpinus betulus,4.5,1.3,2.5,4.9,10.1,21.5
Carpinus betulus,5,1.5,2,3.1,8,26.5
Platanus x hispanica,5,1.5,3,7.1,11.8,31.3
Platanus x hispanica,7,2.1,6,28.3,69.3,136.1
Platanus x hispanica,7,2.1,6,28.3,64.2,121.4
Platanus x hispanica,7,2.1,6,28.3,64.5,83.40000000000001
Platanus x hispanica,7,2.1,6,28.3,58.2,95.09999999999999
Platanus x hispanica,5,1.5,3,7.1,10.8,37.9
Platanus x hispanica,8,2.4,6,28.3,61.1,62.6
Platanus x hispanica,13,3.9,10,78.5,309.1,368.7
Platanus x hispanica,12,3.6,10,78.5,268.6,368.7
Platanus x hispanica,11,3.3,8,50.3,161,136.1
Platanus x hispanica,6,1.8,1.5,1.8,4.3,8.6
Platanus x hispanica,12,3.6,10,78.5,265.7,341.8
Platanus x hispanica,11,3.3,9,63.6,158.1,121.4
Platanus x hispanica,12,3.6,10,78.5,286.3,245.9
Platanus x hispanica,11,3.3,9,63.6,196.7,136.1
Platanus x hispanica,12,3.6,11,95,300.9,268.1
Platanus x hispanica,8,2.4,5.5,23.8,42.8,53.6
Celtis australis,4,1.2,1,0.8,2.2,4.7
Celtis australis,6,1.8,4,12.6,20,13.7
Celtis australis,6,1.8,4,12.6,20.6,15.6
Platanus x hispanica,10,3,9,63.6,193.2,95.09999999999999
Platanus x hispanica,12,3.6,10,78.5,220.5,245.9
Platanus x hispanica,12,3.6,10,78.5,296.8,316
Platanus x hispanica,8,2.4,7,38.5,92.5,83.40000000000001
Platanus x hispanica,8,2.4,8,50.3,136.1,83.40000000000001
Platanus x hispanica,11,3.3,8,50.3,161,136.1
Platanus x hispanica,11,3.3,9,63.6,190.4,168.4
Platanus x hispanica,11,3.3,9,63.6,215.2,168.4
Platanus x hispanica,10,3,8,50.3,144.5,121.4
Platanus x hispanica,12,3.6,11,95,281.4,168.4
Platanus x hispanica,11,3.3,10,78.5,219.2,268.1
Platanus x hispanica,7,2.1,7,38.5,88.90000000000001,83.40000000000001
Tilia cordata,10,3,8,50.3,189.1,130.2
Tilia cordata,10,3,8,50.3,142,68.2
Tilia cordata,7,2.1,4,12.6,29.2,45.5
Tilia cordata,7,2.1,4,12.6,25.8,45.5
Tilia cordata,7,2.1,6,28.3,60.7,52.4
Tilia cordata,6,1.8,4,12.6,24.7,33.2
Tilia cordata,6,1.8,4,12.6,21.1,27.9
Tilia cordata,6,1.8,6,28.3,63.7,27.9
Tilia cordata,7,2.1,6,28.3,70.09999999999999,39
Tilia cordata,7,2.1,7,38.5,100.1,33.2
Tilia cordata,8,2.4,7,38.5,113.8,60
Tilia cordata,4,1.2,1,0.8,3,4.5
Tilia cordata,6,1.8,4,12.6,25.5,27.9
Tilia cordata,5,1.5,1.5,1.8,4.4,4.5
Tilia cordata,6,1.8,2.5,4.9,8,15
Tilia cordata,2.5,0.8,1,0.8,2.1,6.5
Tilia cordata,4.5,1.3,4,12.6,20.1,23.1
Tilia cordata,4,1.2,2,3.1,6.3,15
Tilia cordata,4,1.2,2,3.1,6.3,15
Tilia cordata,6.5,1.9,4,12.6,23.2,68.2
Tilia cordata,4,1.2,1.5,1.8,4.5,8.9
Tilia cordata,5.5,1.7,5,19.6,33.3,45.5
Tilia cordata,5.5,1.7,6,28.3,66.90000000000001,45.5
Tilia cordata,4,1.2,1,0.8,3.1,6.5
